FID,ALA,lat,lon,year,basis,rain,dist2rds,slope,commchng,dem,noburns,soil,sandpc,roads5k
352,599ad9c0-c04b-4cc9-a77d-1f15aa9dfc44,-41.78332,146.93333,1973,PreservedSpecimen,731,5000,3.2109923,11.53,237.5065155,0,1434,0,1
353,55519517-b3f6-4a1e-8072-a24b055f88eb,-42.97830676,146.848069,1991,HumanObservation,982,0,1.5455319,0,56.6417046,0,2963,0,1
354,5104dcb4-1491-4dcd-a9ac-046e4a1aae73,-42.03615874,148.2252061,1991,HumanObservation,639,,0.1853441,8.3,63.4230881,0,2563,0,1
355,49daab55-d8ae-4b72-85f7-ed89715e71a1,-42.68289534,146.823158,1994,HumanObservation,824,0,1.2497958,0,100.0530777,0,2977,0,1
356,337ede4e-57da-49df-8555-95aed669d749,-42.74850129,147.4013561,1980,HumanObservation,493,0,0.4420039,0,23.1935539,0,2737,0,1
357,24e141de-1525-4933-a3e5-b2fcc0fd3434,-42.83183546,147.3346861,1981,HumanObservation,531,0,,14.31,128.289093,0,2976,0,1
358,1e7e6ee5-ac26-4fb1-b0dc-2ce7cbb32722,-41.65,147.33332,1962,PreservedSpecimen,612,0,0.4746627,0,181.3701935,0,2970,0,1
359,1b14a641-0fc7-4610-bc38-ebb2355e3e2f,-42.3843683,147.0090844,2013,HumanObservation,518,0,0.6593599,0,363.2980042,0,2977,0,1
360,0d27e93d-bff7-4eec-94b9-6c5699f3ebf5,-41.84849848,147.20134,1974,HumanObservation,541,0,0.7002876,0,168.7227325,0,1434,0,1
361,03704384-e46d-4d92-962a-b491ee1dd6cc,-41.41074538,148.2564533,1991,HumanObservation,729,0,0.8416044,0,37.9369698,0,558,0,1
362,fcdb3ec6-ae94-4060-ae98-f71b38c38006,-42.93112177,147.8506419,1986,HumanObservation,735,,,11.53,27.7185535,1,2372,0,1
363,fcb2991d-ed00-49a8-acbb-58230c5b2762,-41.42182468,147.2562375,1985,HumanObservation,828,0,1.6344151,11.45,339.1322021,0,2372,0,1
364,f7cfda50-8e40-43a4-9117-2665e0ce02f6,-41.54625146,148.219508,1985,HumanObservation,936,0,1.9744917,6.07,299.2259521,1,1481,0,1
365,f265baaf-e943-475c-bd86-f4619a748daa,-42.82151084,147.6778721,1991,HumanObservation,710,0,0.7934538,11.53,101.0102615,1,2372,0,1
366,e1bb634b-661f-49be-825c-b22f29559073,-41.65675821,148.2456107,1986,HumanObservation,686,0,2.4841745,11.53,118.5734634,0,1481,0,1
367,e02dc85a-a84f-4de8-9b67-32709cbad7ed,-42.82306173,147.6999951,1991,HumanObservation,710,0,0.7934538,0,163.674057,1,2372,0,1
368,dba42e2e-4f13-4cfe-a33e-09e5a3cfcb4b,-42.77267172,147.5489908,1987,HumanObservation,528,,0.609207,0,90.744072,0,1142,0,1
369,d2b53f2d-a899-4ec8-9f8d-183ecb87c510,-42.12605697,147.3038207,1986,HumanObservation,467,0,3.1499329,68.29,312.9453125,0,1434,0,1
370,cefb5e86-fd95-46f9-b45a-04290890ecd5,-42.06447928,146.9128411,2008,HumanObservation,948,5000,0.78642,8.3,870.4880371,0,1063,0,
371,cda1d2ea-280d-4128-895d-7bf480587ba1,-42.87360051,147.28175,1995,HumanObservation,548,0,,0,297.6869202,0,1141,0,
372,cadee2cb-9eea-4522-9769-d8fec27c55dc,-41.82572642,147.4312449,1986,HumanObservation,539,0,0.0665014,0,208.8869171,0,1421,0,1
373,c9d6b51f-164f-4a0a-9db8-a3484a71b1e8,-42.49849822,147.1680214,1969,HumanObservation,506,0,0.3717201,0,178.0016327,0,2372,0,1
374,ba6a4bcf-ccea-4530-b4fc-03c179027296,-43.11299732,147.2441283,2000,HumanObservation,834,0,,11.53,100.2896729,0,2574,0,1
375,b6518560-3030-46d0-b5ea-69a44f25f3f5,-41.58229781,147.1824921,1985,HumanObservation,620,0,0.1203404,0,159.6365662,0,2970,0,1
376,b22789d6-86d6-422f-ba4e-f1c5f0ef5cbc,-43.05646076,147.2580259,1989,HumanObservation,770,,,0,9.0930519,0,2574,0,1
377,abac96db-aedf-4900-b93d-3ff980562432,-42.89451468,147.8072717,1991,HumanObservation,683,,,7.75,4.0321693,0,,0,1
378,a9157ab7-d7cd-4dfa-8e30-f23b9bb8c8a9,-43.17041443,146.9255684,1985,HumanObservation,1098,0,2.4359889,0,75.3675919,0,2574,0,1
379,a8061b0d-71de-4db3-ab9d-d6a076e92e3d,-42.66517633,146.6180334,1982,HumanObservation,2063,5000,1.8225325,11.53,1112.365967,0,1064,0,
380,a67baaf5-6cc9-42ef-84ef-0bb2e3e00d38,-43.08044951,147.7409147,1986,HumanObservation,777,0,,11.53,67.60215,0,2372,0,1
381,a4cf3d72-93ad-4424-b624-d41af10dfdf6,-42.19656819,148.0520488,1988,HumanObservation,631,,1.6913317,0,1.6850843,0,2372,0,1
382,a18e32d0-6927-4b48-a70f-4ab84c788104,-41.82169021,146.2127627,2019,HumanObservation,1716,0,1.1162678,21.62,660.3381348,0,1064,0,1
383,9ef40795-6e6e-4c6a-9bfc-435869041597,-42.0984961,147.6180074,1976,HumanObservation,520,5000,1.11699,68.29,379.1286621,0,2372,0,
384,9ee0df2c-160d-4938-a214-836497adbe97,-42.78245042,147.5943241,1991,HumanObservation,528,,0.609207,-0.74,46.4636726,0,1142,0,1
385,966af36f-3a74-4e7b-87ce-0b51e6d5427f,-42.81581367,147.6650395,1989,HumanObservation,594,0,,11.53,157.2583771,0,1142,0,1
386,94372dcc-01b6-43d3-8aa5-a4ff46fe7a49,-42.886675,147.4226406,1994,HumanObservation,556,0,,0,24.9865513,0,,0,1
387,914cf131-d88d-4519-a3e6-0fa2a1294ec7,-42.93023044,147.8494041,1986,HumanObservation,735,,,11.53,27.7185535,1,2372,0,1
388,8eb6a4c8-4796-41ec-b83b-6661465c3d70,-42.97194389,147.1914515,1985,HumanObservation,1099,0,2.755137,11.53,189.89711,0,2372,0,1
389,882f79e7-4bf7-43c8-88cd-524d4c91d368,-41.43903385,147.0927688,1996,HumanObservation,771,0,0.9025639,0,191.1011658,0,2372,0,1
390,85d161da-80f3-4f45-b5bf-b971f8d19954,-42.04849117,147.6346694,1973,HumanObservation,607,7071.067871,1.4644916,68.29,438.7746887,0,2372,0,
391,80e22cd3-7ae1-4689-afe6-3c3ae24018c1,-41.41134006,146.5432335,1992,HumanObservation,1008,0,0.607173,0,249.0958099,0,2372,0,1
392,7f8f8da3-aea1-484d-b859-057b6bc96b74,-42.11628925,146.175148,1993,HumanObservation,2032,5000,0.707168,8.3,743.9139404,0,1067,0,
393,7d6aed80-845d-4f47-aa3e-af4232e30231,-42.74850129,147.4013561,1980,HumanObservation,493,0,0.4420039,0,23.1935539,0,2737,0,1
394,6af644c6-2992-4159-afb6-516e483ca5e0,-41.72970862,147.3223866,1986,HumanObservation,570,0,0.2462548,0,176.0106049,0,2970,0,1
395,65366fd4-4c32-4dd7-bea5-ce2cbea0ea2e,-42.81586444,147.786334,1991,HumanObservation,758,0,0.5706475,68.29,125.1707611,1,2976,0,1
396,62ea8bd1-ab1c-4afc-93e9-e3db43623f39,-42.96002568,147.0511518,1995,HumanObservation,981,5000,2.921756,21.62,161.8999634,0,2574,0,1
397,6252e818-d449-4ba1-b3ba-866545c4622d,-41.44346924,148.2695459,1986,HumanObservation,695,,,-0.74,0.8487744,0,558,0,1
398,602eeccc-9561-4477-8ff8-e85ede193fe1,-43.07622252,147.2789913,1989,HumanObservation,834,,,0,,0,2574,0,1
399,550d3c73-6f90-4084-8183-04760bcab2eb,-41.57311662,147.6982445,1989,HumanObservation,1419,5000,1.0172622,3.21,1351.652222,0,1064,0,
400,54b66770-18b2-48a1-b426-4e8db39c8cab,-42.75640501,147.3288784,1993,HumanObservation,626,0,0.8040057,11.53,321.653656,0,2272,0,1
401,542c5f34-6c88-46ee-b910-7226e94b933d,-42.16870625,147.1381623,1986,HumanObservation,748,0,0.552829,-0.52,805.9996338,1,1063,0,1
402,4d2d9823-6969-4bfc-96f6-ebc2735d7999,-43.16915131,147.1923739,2000,HumanObservation,1141,0,1.150075,11.53,172.5050507,0,2372,0,1
403,4c02eea3-344f-4358-a3fb-4a1ba944eeeb,-41.82214619,147.4252003,1986,HumanObservation,539,0,0.0665014,11.53,208.8869171,0,2970,0,1
404,49c8ea19-dfa7-4926-970c-69e0a9e3f1d1,-41.51834634,146.1812925,2019,HumanObservation,1663,0,0.6561914,0,637.3150635,0,2962,0,1
405,4561eca2-a931-4bf6-aa71-603f18357415,-41.77423515,147.3687292,1985,HumanObservation,617,0,0.0943626,0,185.0286102,0,2970,0,1
406,454fbac8-ecdf-4feb-b38d-bcff57798385,-42.81464418,147.76709,1989,HumanObservation,758,0,0.5706475,0,104.9975433,1,2976,0,1
407,3be762ef-3581-4e4d-b5b0-6476c943eff0,-43.08237862,147.0164866,1992,HumanObservation,1173,0,1.1388248,0,1.5475132,0,2574,0,1
408,3a2b53c2-b1cc-488b-af73-25e056303c4a,-41.70778672,148.2747812,1985,HumanObservation,692,0,3.0321131,0,6.7037139,0,2372,0,1
409,34a15bf8-d2ea-4216-80c7-46c151c632e7,-42.76009956,147.5415471,1988,HumanObservation,528,0,0.9227698,0,80.5938339,0,1143,0,1
410,27219796-cdc7-4857-92b2-cda34acdfb2f,-42.12780522,146.9663044,2008,HumanObservation,707,0,0.4071076,8.3,764.9577637,0,1063,0,1
411,2118d555-4ad6-44f2-9df2-cc584fffb629,-42.20120171,148.0446763,1987,HumanObservation,631,,,0,4.9022517,0,2372,0,1
412,1e1712b6-e8c8-46ef-ac72-40b8c2ce05fd,-41.7717061,148.2684543,1991,HumanObservation,695,0,2.8326466,0,4.6359835,0,2372,0,1
413,140058c8-cb13-4c03-ae28-5824b3b1eca0,-42.84628683,147.4200521,1992,HumanObservation,609,0,,14.31,189.7327271,0,2733,0,1
414,0048f89d-e5ac-4815-abe4-10f1102cedf5,-42.12645144,146.9577997,1986,HumanObservation,763,0,0.4071076,8.3,812.6464233,0,1063,0,1
415,f7824a8c-78f3-4433-bb44-1d975aae5201,-43.15663338,146.8357339,2008,HumanObservation,1236,0,1.4921354,21.62,293.2435608,0,2963,0,1
416,f39dd821-4d73-4523-9725-6b7851300e2a,-42.71516632,147.5846811,1982,HumanObservation,527,5000,1.5823023,11.53,89.1218185,0,2372,0,1
417,f21a8715-a784-4384-ab67-f3ab62f4bb5d,-42.68801696,147.5286158,1992,HumanObservation,716,0,0.8904159,8.3,306.7774048,0,2372,0,1
418,f07b2da6-6542-436b-bbde-ce51d226d120,-42.8151702,147.4846835,1974,HumanObservation,535,0,0.9231972,-0.74,-0.0822014,0,2737,0,1
419,e52fbb92-20ad-4984-bd29-51a5a07fbbfd,-41.8484933,147.5346694,1976,HumanObservation,653,5000,1.4483306,8.3,325.1695862,0,2372,0,1
420,df0315f3-b894-45ee-94fe-c9c47a4526c1,-42.30481432,146.4329138,1987,HumanObservation,1440,0,0.9908533,0,590.1503296,0,1480,0,1
421,dbe3e4eb-8ab9-4678-a392-304be040980b,-41.41666,147.1,1985,PreservedSpecimen,704,0,0.9647053,0,29.6673794,0,2372,0,1
422,ceda54e4-460f-42b5-981a-9f1cd694212f,-42.633333,148.05,1974,PreservedSpecimen,633,10000,,13.82,83.0856857,0,,0,
423,cec3dbf2-53a7-4aca-beea-1e69178d86e7,-41.78183324,147.3346692,1976,HumanObservation,617,0,0.204638,0,211.0477295,0,2970,0,1
424,cd5da828-fa09-4ac2-94b3-9ee5e303d7c2,-42.5384652,147.453558,2017,HumanObservation,596,0,1.4573835,11.53,296.7712097,0,2977,0,
425,c303d188-ae7c-44c4-8e6b-c58919215510,-42.71516212,147.4680162,1974,HumanObservation,510,0,0.7932997,8.3,129.5539246,0,2737,0,1
426,b7b098c3-9fa6-4d01-8556-6f72f582ee71,-41.7151678,147.0346693,1976,HumanObservation,710,0,0.3560493,0,172.2372894,0,2970,0,1
427,b652d904-9075-4e85-83d2-1bfd24134a98,-42.91785358,147.3190149,2001,HumanObservation,699,0,,11.53,263.4414368,0,2372,0,1
428,9cf47dd1-c7cb-4310-b179-7038ae05ac71,-42.7963748,147.1701212,1985,HumanObservation,643,0,0.5140153,11.53,449.1129761,0,2977,0,1
429,993f897b-099e-4e4f-8fee-14293e5835c7,-42.71516212,147.4680162,1974,HumanObservation,510,0,0.7932997,8.3,129.5539246,0,2737,0,1
430,96ab2757-6558-4979-bf6d-d3a5ad611bc8,-42.78183603,147.0846984,1979,HumanObservation,848,0,0.1293528,-2.82,39.7905502,0,2977,0,1
431,8791302d-ee32-4a5a-bc69-0527a8791539,-42.8151739,146.9680253,1973,HumanObservation,816,5000,1.6945701,0,525.5944824,0,2372,0,1
432,7ed30b86-379a-49f4-9ef8-6c42b5a04395,-41.52826812,146.9284999,1992,HumanObservation,814,0,0.1681173,0,142.0163727,0,2970,0,1
433,7999eff3-ace0-4d80-8985-855fa0be7d3a,-42.78142919,147.5774311,1987,HumanObservation,528,,0.609207,0,18.5658913,0,1142,0,1
434,668b9164-706e-4af6-ac3d-d2cd6e5df512,-42.66516635,147.5013446,1967,HumanObservation,530,0,1.1503618,11.53,340.3172607,0,2372,0,1
435,6159e0e5-d687-43fc-8078-a4074bc590be,-42.13108089,146.2206921,2011,HumanObservation,1794,0,0.6571194,11.53,721.7103882,0,1067,0,1
436,5d8860cc-fb87-44d0-8cba-62bdb13c0307,-42.74849798,147.7013427,1980,HumanObservation,655,0,1.0690174,11.53,131.7828674,0,2372,0,1
437,4a8eabc8-9f5f-4723-9679-497772bf062a,-41.99850093,146.8346888,1971,HumanObservation,957,0,0.8947637,6.04,1000.402649,0,1064,0,1
438,458c60ce-329a-475e-8fec-f4316524b367,-42.69849825,147.5346871,1974,HumanObservation,716,0,1.5823023,8.3,292.941864,0,2372,0,1
439,4278dee5-396a-4953-90e8-2f8026149d70,-42.11517023,146.8680144,1973,HumanObservation,769,5000,0.8026561,11.53,883.7570801,0,1063,0,1
440,41f1fdfc-b4b5-40cd-b459-228e2362fc10,-42.31515997,147.9346659,1977,HumanObservation,625,0,1.7091103,11.53,93.3618622,0,2976,0,1
441,3bfd623c-3408-43f1-afb0-26c52dd791bf,-41.5,147.25,1981,PreservedSpecimen,655,0,1.211121,0,115.7479553,0,1421,0,1
442,358d3070-bc4a-4a03-b326-f31eed771253,-41.41112827,147.0670043,2007,HumanObservation,704,5000,0.9647053,0,146.6264954,0,2372,0,1
443,35599147-969b-4208-9330-b139c082bbb8,-42.7484957,147.4180227,1979,HumanObservation,493,0,0.4420039,0,163.2195282,0,2737,0,1
444,3333b0c7-9d48-4660-8527-f9899b02e788,-42.74850129,147.4013561,1974,HumanObservation,493,0,0.4420039,0,23.1935539,0,2737,0,1
445,31d040f7-f34f-4795-a450-cb67ab322642,-42.97807208,146.9490785,2008,HumanObservation,1117,0,2.7562871,0,190.5853424,0,2977,0,1
446,29469c5d-f969-48c6-9bb3-11fa2b1de7e4,-42.81710149,147.6619218,1987,HumanObservation,594,0,,0,157.2583771,0,1142,0,1
447,27513b57-4a47-479d-acf7-00dea33ad42e,-41.43,147.1,1996,PreservedSpecimen,771,0,0.9647053,8.3,152.6519318,0,2372,0,1
448,22d2b437-87d1-4762-8d8a-ad96c0abcebf,-42.66098422,147.5340117,1992,HumanObservation,716,0,1.2965888,68.29,288.5783386,0,2372,0,1
449,2118eddd-cda5-4732-a11f-9db894ac445f,-42.29269719,146.4339566,1987,HumanObservation,1440,0,0.9908533,4.97,598.9095459,0,1480,0,1
450,1ea3cfae-7e97-4b5f-9654-0a1bc60d8b2b,-42.73183973,146.8346973,1974,HumanObservation,847,5000,2.0515983,11.53,265.0117493,0,2372,0,1
451,0fee90ee-42ed-4060-8ea5-7ae7dc013490,-41.66491211,148.2602418,1992,HumanObservation,686,0,2.4841745,11.53,114.5240097,0,1481,0,1
452,0c7af993-7b1c-419e-9485-884561900023,-42.79850491,146.9680339,1979,HumanObservation,816,0,1.7702727,11.53,348.3860779,0,2372,0,1
453,0ac69b1f-b21e-4f53-bed9-4c42a6248258,-42.43717761,147.6354767,2011,HumanObservation,578,5000,0.3905404,11.53,376.5674744,0,2977,0,
454,feaba16b-3a74-43fd-995b-b5eb156afb7f,-42.5333,147.2,1981,PreservedSpecimen,587,0,0.8956757,0,316.8863525,0,2742,0,1
455,f8f0f065-5419-4833-8143-ab646fdf7967,-43.13032233,147.2485004,1989,HumanObservation,796,0,,0,4.7693396,0,,0,1
456,ebd12543-ac9a-4dc0-8234-74da965a9382,-42.04849366,147.8846589,1975,HumanObservation,847,5000,0.9302244,8.3,540.6586304,0,2372,0,1
457,e9623961-796b-4afc-b5dc-54b73ef69ad2,-42.56517445,147.0013645,1980,HumanObservation,641,0,0.4821964,0,399.0802307,0,2977,0,1
458,e8ce7a7f-28f6-4913-9b2f-86b2aeb22df7,-42.3318272,147.8346661,1969,HumanObservation,612,0,1.1629815,8.3,72.7415771,0,2372,0,1
459,e8b39a2a-e734-4a7a-bd6b-b7b8b03ceba2,-41.53332,147.46665,1980,PreservedSpecimen,927,0,1.0882111,0,524.9946899,0,2372,0,1
460,e26af2ff-2438-4968-bf6e-7a366e9ea13a,-42.91221596,147.3223549,1990,HumanObservation,699,0,,0,263.4414368,0,2372,0,1
461,e07ffe24-f633-4e21-993d-4e7efad4a3fd,-43.09850707,147.2180318,1973,HumanObservation,1084,0,2.0091956,0,106.3660431,0,2372,0,1
462,d6031d5b-b9c2-4c87-9303-552cad4d424f,-42.16516328,147.5013364,1980,HumanObservation,491,0,0.9975701,0,272.8435364,0,2049,0,
463,cb10b438-f5e7-4176-b9d6-5801a21e153f,-41.831832,147.0013488,1980,HumanObservation,671,0,3.0826764,14.31,459.4173889,0,1434,0,
464,c85cfc32-70af-45e6-a3cc-9f4216225dfd,-42.7484967,147.4346893,1979,HumanObservation,493,0,0.7997128,68.29,18.1802979,0,2737,0,1
465,bb7ba6da-3d7d-4318-af75-42e1ee96748b,-41.83183525,147.1680008,1980,HumanObservation,625,5000,1.2099955,8.3,200.8297272,0,2372,0,1
466,a7499056-397b-470c-a614-67e32367ef49,-41.79883198,147.3961577,1986,HumanObservation,561,0,0.0943626,0,213.9939728,0,2970,0,1
467,a1b5b3b6-1c03-4be0-a68d-bad3a0d6dcfe,-42.28183099,147.3846758,1979,HumanObservation,490,0,0.6126986,0,468.0774536,0,2739,0,1
468,9bd19737-f9d3-48a8-adb6-707b2311ea9a,-41.86517731,146.3180221,1973,HumanObservation,2086,11180.33984,1.1775649,0,1077.079956,0,1065,0,
469,96b44cc3-495b-4ef7-a52d-1fb5b204c349,-42.61516348,147.6346741,1974,HumanObservation,666,0,0.661536,11.53,357.2087097,0,2736,0,1
470,9216b214-57bc-4213-8cb8-7f8b0a37f799,-42.08183155,147.5513377,1974,HumanObservation,505,0,0.1182152,0,236.0072937,0,1422,0,1
471,908e7418-ef9a-44d7-9ecc-70f92f59c0f1,-41.83108459,147.4433238,1989,HumanObservation,539,0,0.0665014,11.53,193.3979187,0,1421,0,1
472,7f6c7c7d-1967-405c-8cb9-ac07ad504914,-42.75721453,147.7456429,2011,HumanObservation,799,0,0.9898059,0,348.4018555,0,2372,0,1
473,7d13842b-aed2-4125-9420-ebe8d7c8e838,-42.63183256,147.601353,1974,HumanObservation,666,0,0.661536,68.29,209.6600189,0,2736,0,1
474,74ce751d-c076-4631-a615-7bfd741b9efb,-41.79849272,147.3846725,1979,HumanObservation,617,0,0.0943626,11.53,194.7631378,0,2970,0,1
475,73f7339b-6d52-46f6-81fc-8e69471da9b1,-42.94850095,147.3180331,1979,HumanObservation,797,0,,11.53,177.6526794,0,2977,0,1
476,6f3edca6-7bd0-43df-a7df-5e2fcb701340,-42.75721453,147.7456429,2011,HumanObservation,799,0,0.9898059,0,348.4018555,0,2372,0,1
477,67bec4ab-1759-4bca-97fc-61dfe48a38d8,-42.58485456,147.9105086,1989,HumanObservation,601,,0.8918967,11.53,78.3655853,0,2372,0,1
478,660f1045-0bd2-4bce-a99c-82c63320575c,-41.76835791,147.574031,1988,HumanObservation,777,5000,1.3794702,8.3,528.2958984,0,2372,0,
479,65488538-bc79-4a80-af54-0cf43a258e29,-42.7651955,147.7142176,2011,HumanObservation,655,0,1.1899229,11.53,212.0927429,0,2372,0,1
480,5fea85b0-6cb1-4e2a-883d-a4495e6f5a74,-42.11516131,147.7180015,1976,HumanObservation,762,10000,0.9690589,8.3,637.8474121,0,2372,0,
481,50f7f429-90db-4dc3-bb51-14c9a795fb7a,-41.8758747,148.3040864,1974,HumanObservation,689,0,,0,9.4282618,0,,0,1
482,4fda7d98-3a24-4aef-8a08-98804c050de5,-42.1101669,146.7553664,2008,HumanObservation,864,0,0.6972814,4.97,830.3446045,0,1063,0,1
483,4bc63815-8557-4589-a800-6c1c8e420685,-43.0110321,147.2019806,2014,HumanObservation,841,0,0.3266362,0,236.4914398,0,2372,0,1
484,49d6488b-bef2-4b28-a57c-a0454d6a0724,-43.0110321,147.2019806,2014,HumanObservation,841,0,0.3266362,0,236.4914398,0,2372,0,1
485,43e94bcb-82fa-4981-adc4-c7b967ea14ed,-42.99850698,147.0013741,1970,HumanObservation,956,0,1.2060773,11.53,56.7332649,0,2977,0,
486,3d1a5268-40eb-4e11-bfd4-199b71553246,-41.4463787,147.1090845,1995,HumanObservation,771,0,0.9025639,8.3,191.8292084,0,2372,0,1
487,35968438-7624-4f3f-952f-8c669376b468,-41.44997099,147.1198655,1995,HumanObservation,771,0,0.6900082,8.3,54.6779213,0,2722,0,1
488,34d91aa2-ca13-49d5-b91a-f05730555767,-42.74849605,147.7513423,1979,HumanObservation,799,0,0.2417769,11.53,236.7381897,0,2372,0,1
489,34256744-0e86-4c66-aa46-db812c67bae4,-42.12833651,146.9660016,2008,HumanObservation,707,0,0.4071076,0,764.9577637,0,1063,0,1
490,313345b5-cee4-44f6-8f30-7269485b8314,-41.74295998,147.6086812,1990,HumanObservation,756,5000,0.7143377,8.3,316.7028198,0,2372,0,
491,2f49bec8-3257-47d0-8028-7bea7f31ce82,-42.7484957,147.4180227,1977,HumanObservation,493,0,0.4420039,0,163.2195282,0,2737,0,1
492,2744fcc8-0c50-43cf-be7a-a6e23c6a14e7,-42.76301868,147.7181402,2011,HumanObservation,655,0,1.1899229,0,212.0927429,0,2372,0,1
493,1d6d3a8c-ee84-4982-b644-0986e125c216,-42.03284072,146.5579831,1986,HumanObservation,1403,0,1.1247874,8.3,989.7839966,0,1064,0,1
494,195675ca-2f55-4b09-8f28-03c107b62cdc,-41.74850959,146.3346895,1975,HumanObservation,2233,7071.067871,2.185724,0.68,1076.975098,0,1065,0,
495,121ae0e4-792c-4e09-9b0b-6b90f31db3ff,-43.36228943,147.3265686,2012,HumanObservation,940,0,,6.04,1.5831003,0,2372,0,1
496,10be8cde-2cc8-416f-9b19-baf5ba611287,-41.57,147.63,1953,PreservedSpecimen,1449,7071.067871,3.7884977,3.21,1177.99939,0,1064,0,
497,066f82e6-0eb5-4bf1-9ef4-7271386d4f4d,-42.76419452,147.7144383,2011,HumanObservation,655,0,1.1899229,0,212.0927429,0,2372,0,1
498,029ff2f9-fa73-4072-80e0-59dd91ff7aa6,-42.66516215,147.6680195,1967,HumanObservation,705,0,0.9711398,11.53,215.4759827,0,2372,0,
499,01991458-6755-406d-b456-8b4b690be9e2,-41.86517731,146.3180221,1974,HumanObservation,2086,11180.33984,1.1775649,0,1077.079956,0,1065,0,
500,eacc7275-7910-4157-b214-c4fd778be175,-42.68540748,147.265652,1986,HumanObservation,535,0,1.0194761,0,41.4858322,0,155,0,1
501,e7653123-a5fb-41a0-94c4-494ffacb8028,-43.07205861,147.018572,1989,HumanObservation,1173,0,1.3297338,0,2.3080103,0,2574,0,1
502,e63d5b4b-edcc-4b90-9611-20e845d21619,-42.58182968,148.0513372,1976,HumanObservation,760,,,0,,0,,0,
503,e5b3d10b-c415-4b18-9022-df8529eb6a1c,-41.56834206,146.2405421,2009,HumanObservation,1486,0,1.7212832,21.62,616.5938721,0,2962,0,1
504,e1d091d9-9fbb-481b-bd7d-f7a88b796a69,-41.84488223,148.2564805,1989,HumanObservation,713,0,,11.53,-0.5868359,0,2372,0,1
505,deb330ba-31e0-409f-bed9-03c72f5a6d4f,-42.49849745,147.5013497,1971,HumanObservation,682,0,0.8782517,11.53,627.4151001,0,2977,0,1
506,db05700f-69ef-403a-9989-d736cd3902e8,-41.66516448,147.334665,1977,HumanObservation,574,0,0.4746627,0,174.5176239,0,2970,0,1
507,da0a02a5-8af1-4e51-a73d-df5f4d3f1c2a,-42.3318272,147.8346661,1970,HumanObservation,612,0,1.1629815,8.3,72.7415771,0,2372,0,1
508,cc2ffe95-3f06-4f23-ba66-6f545ff67a94,-42.79849705,147.6680213,1985,HumanObservation,594,0,1.0032133,0,147.4454803,0,2976,0,1
509,cb5091fb-29f0-46a4-82d7-9dadc51139f0,-41.83183525,147.1680008,1980,HumanObservation,625,5000,1.2099955,8.3,200.8297272,0,2372,0,1
510,c5c43ba6-86fc-4b76-977b-5df0f3d8e341,-43.22508396,147.1158968,1992,HumanObservation,1153,0,0.2182697,11.53,,0,2372,0,1
511,c29581cf-0db3-4c10-b7d3-c58832f2a3f2,-42.7167,147.15,1965,PreservedSpecimen,647,0,1.7602981,0,129.3778381,0,2977,0,1
512,bb038564-d693-4b4d-9d4e-6f023b4a1dd7,-42.58663608,147.9129719,1990,HumanObservation,601,,0.8918967,0,78.3655853,0,2372,0,1
513,aff62716-3431-4c6e-8928-199d96bd78db,-42.7167,147.15,1965,PreservedSpecimen,647,0,1.7602981,0,129.3778381,0,2977,0,1
514,afb567ec-6db3-4dae-8314-d4700d78880a,-42.7167,147.15,1965,PreservedSpecimen,647,0,1.7602981,0,129.3778381,0,2977,0,1
515,a2f8cd10-ce94-40db-a9af-9367ae0e70c1,-41.74834856,147.339643,1986,HumanObservation,570,0,0.1253276,11.53,194.0125427,0,2970,0,1
516,9a10c4e7-6051-478d-9f5c-2635046d18f5,-42.98379632,147.0573042,1995,HumanObservation,981,0,0.5806453,0,49.2287712,0,2574,0,1
517,8f07f3d8-9cd6-419f-b0b6-44fd2b96156d,-41.73509231,147.3296285,1986,HumanObservation,570,0,0.2462548,0,174.4717712,0,2970,0,1
518,8d8d9aa5-91b9-471e-a9e2-ae2d5bdc49b0,-41.82415837,147.4290669,1986,HumanObservation,539,0,0.0665014,0,208.8869171,0,2970,0,1
519,8218cc1f-5405-4d6f-94ce-576aeaf74476,-42.76621169,147.8053714,2008,HumanObservation,736,0,0.9743279,11.53,106.9096756,1,2372,0,1
520,806a6418-cd18-458f-b30f-32c1cd90294a,-42.7167,147.15,1965,PreservedSpecimen,647,0,1.7602981,0,129.3778381,0,2977,0,1
521,72505e38-2d2b-4aba-873e-eb47d6a74fe6,-42.6800208,147.2662271,1986,HumanObservation,535,0,1.0194761,0,50.9859962,0,155,0,1
522,70c2fb23-07d3-4278-8d61-1ae5be694dbf,-42.35553642,146.4883742,1985,HumanObservation,1129,0,0.6897873,0,498.5413818,0,2372,0,1
523,7069e1d8-311c-4294-96ca-1d5b470cfe9a,-42.44850904,146.6680309,1985,HumanObservation,706,0,0.6124055,0,258.2851563,0,2926,0,1
524,6f1a7543-ebe2-4318-a802-242707a56c04,-42.58182859,148.0680079,1976,HumanObservation,760,,,0,,0,2372,0,
525,6eaaf907-c97d-4335-bf50-7025def579b3,-42.49850217,146.8346925,1970,HumanObservation,531,5000,0.9141483,11.45,145.8596039,0,155,0,
526,5cdb293e-3edb-415d-892f-8ffa1dd2c5e5,-42.90103858,147.292899,2001,HumanObservation,699,0,,11.53,265.5469055,0,2372,0,1
527,5bcb74ae-9f2b-49c3-814c-1d5113b31fa2,-41.99850805,146.8680143,1973,HumanObservation,957,0,1.1220266,-0.74,1005.995728,0,1064,0,1
